name;type;price;fuel-type;year_of_make;kim;power;place
Toyota;Prius;6500;Hybrid (benzín/elektro);2008;149700;57;HW2
Citroen;C5;6500;Diesel;2008;146000;100;RD
Volkswagen;Scirocco;6500;Benzín;2009;216775;90;13
BMW;rad 3;6500;Diesel;2011;278000;105;E90 mod.09
Ford;Focus;6500;Benzín;2014;85000;92;mod.14
Smart;Fortwo;6500;Benzín;2013;75000;45;2 (2 miesta)
Opel;Insignia;6600;Benzín;2010;205100;103;0G-A
Škoda;Fabia;6600;Benzín;2014;146113;63;5J mod.10
BMW;rad 3 Touring;6600;Diesel;2009;202000;105;E91 mod.09
Renault;Master Valník;6600;Diesel;2014;596000;107;MA
Ford;Focus;6600;Benzín;2011;153650;110;DYB
Ford;Focus Combi;6625.00;Diesel;2012;203021;85;5 (5 miest)
Renault;Master Furgon;6625.00;Diesel;1994;148127;55;2 (3 miesta)
Alfa Romeo;159 Sportwagon;6625.00;Diesel;2008;155359;154;5 (5 miest)
Mitsubishi;Pajero Sport;6625.00;Diesel;2003;265500;85;5 (5 miest)
Hyundai;ix35;6625.00;Benzín;2011;147900;120;5 (5 miest)
Mini;Cooper;6625.00;Diesel;2011;172226;82;5 (4 miesta)
Dacia;Duster;6625.00;Benzín;2012;80000;77;5 (5 miest)
Škoda;Yeti;6625.00;Benzín;2011;206800;90;5 (5 miest)
Mazda;6 Wagon;6625.00;Diesel;2011;197000;95;5 (5 miest)
Nissan;Juke;6625.00;Benzín;2012;216000;140;5 (5 miest)
Volkswagen;Golf;6625.00;Benzín;2009;140129;59;5 (5 miest)
Fiat;Doblo;6625.00;Diesel;2013;138000;77;4 (2 miesta)
Dacia;Lodgy;6625.00;Diesel;2012;186836;79;5 (5 miest)
Škoda;Fabia Combi;6608;Diesel;2017;179100;66;5 (5 miest)
Škoda;Rapid;6625.00;Diesel;2013;199000;77;5
Audi;A6;6625.00;Diesel;2006;323000;165;4 (5 miest)
Mazda;6 Wagon;6625.00;Diesel;2010;244880;120;5 (5 miest)
Ford;Mondeo Combi;6662.50;Diesel;2013;228510;85;5 (5 miest)
Suzuki;Vitara;6662.50;Diesel;2007;154900;66;5 (5 miest)
Land Rover;Defender;6662.50;Diesel;2000;301000;90;5 (5 miest)
Land Rover;Range Rover Sport;6662.50;Diesel;2008;325000;140;5 (5 miest)
Hyundai;i30 CW;6662.50;Diesel;2016;256457;81;5 (5 miest)
Fiat;500;6662.50;Benzín;2009;124694;73;3 (4 miesta)
Audi;A4 Avant;6662.50;Diesel;2011;374026;105;5 (5 miest)
Škoda;Fabia Combi;6662.50;Benzín;2012;137082;77;5 (5 miest)
Ford;C-Max;6662.50;Benzín;2011;178000;77;5 (5 miest)
Lada;Niva;6662.50;Benzín;2011;99999;61;3 (4 miesta)
Ford;Focus Combi;6662.50;Diesel;2016;192720;70;5 (5 miest)
Volkswagen;Golf;6662.50;Diesel;2009;249000;81;5 (5 miest)
Ford;Ranger;6662.50;Diesel;2006;276250;80;4 (4 miesta)
Volkswagen;T5 Transporter;6662.50;Diesel;2005;229720;77;4 (3 miesta)
Seat;Altea;6662.50;Benzín;2013;248378;77;5 (5 miest)
Mercedes;C trieda;6662.50;Diesel;2009;229001;100;4 (5 miest)
Ford;Focus Combi;6700;Benzín;2013;147000;92;DYB
Volvo;C70 Cabrio;6700;Diesel;2007;231192;132;3 (4 miesta)
Fiat;Sedici;6699;Diesel;2012;175750;99;5 (5 miest)
Fiat;Ducato;6699;Diesel;2008;353343;88;2 (3 miesta)
Nissan;Primastar;6708.33;Diesel;2011;178734;66;4 (3 miesta)
Škoda;Rapid;6708.33;Diesel;2013;161280;77;4 (5 miest)
Opel;Astra;6690;Diesel;2014;223337;81;J mod.12
Ford;Focus;6690;Benzín;2015;143102;92;5 (5 miest)
Ford;Fiesta;6690;Benzín;2016;97488;74;5
Subaru;XV;6700;Diesel;2012;196000;108;5 (5 miest)
Ford;Transit;6700;Diesel;2009;283100;103;N
Volkswagen;Golf;6700;Benzín+Plyn;2009;211000;75;5 (5 miest)
Mercedes;Sprinter;6700;Diesel;2007;450000;135;906
Fiat;500;6799;Benzín;2010;154768;51;3
Mini;Cooper S;6790;Benzín;2007;217000;128;R56
Volkswagen;Golf Variant;6800;Diesel;2012;212700;77;AJ5
Renault;Mégane Grandtour;6800;Diesel;2015;184000;81;KZ mod.13
Hyundai;i30;6800;Diesel;2012;255000;94;GD
Mercedes;E trieda T;6800;Diesel;2009;200304;165;S211 mod.06
Audi;A6 Allroad;6800;Diesel;2007;411000;171;4FH
Ford;C-Max;6875.00;Benzín;2013;128526;74;5 (5 miest)
Volkswagen;Jetta;6875.00;Benzín;2011;112200;77;4 (5 miest)
Volkswagen;Polo;6875.00;Benzín;2012;93166;63;5 (5 miest)
KIA;Cee’d;6875.00;Benzín;2013;170962;99;5 (5 miest)
Seat;Leon;6874.58;Benzín+Plyn;2015;388000;81;5 (5 miest)
Hyundai;i20;6864;Benzín;2014;115500;61;5 (5 miest)
BMW;rad 3;6864;Diesel;2009;249105;130;4 (5 miest)
Volkswagen;Scirocco;6874.58;Benzín;2009;266000;147;2 (4 miesta)
Renault;Talisman;6864;Diesel;2016;439700;81;5 (5 miest)
Škoda;Octavia Combi;6864;Diesel;2014;349700;77;5 (5 miest)
Opel;Insignia;6870.83;Diesel;2013;223000;96;5 (5 miest)
Peugeot;Partner;6870.83;Benzín;2008;157500;80;5 (5 miest)
Volkswagen;Caddy;6870.83;Diesel;2010;200000;103;5 (5 miest)
Škoda;Fabia Combi;6857;Diesel;2017;177200;66;5 (5 miest)
Citroen;Jumper;6900;Diesel;2013;260000;96;X2/50
Volkswagen;Passat Variant;6900;Diesel;2011;279000;103;B7
Fiat;500e;6900;Benzín;2011;25000;1;3 (5 miest)
Mercedes;W 211;6900;Diesel;2007;320000;130;4 (5 miest)
Fiat;Tipo;6900;Diesel;2016;91000;70;4 (5 miest)
Hyundai;Santa Fe;6900;Diesel;2007;211000;114;5 (5 miest)
Toyota;RAV4;6900;Diesel;2007;231000;100;5 (5 miest)
Škoda;Octavia Combi;6900;Diesel;2011;297000;103;5 (5 miest)
Mercedes;S trieda;6900;Diesel;2007;498000;173;W221
Seat;Leon;6900;Benzín;2008;204000;177;1P1
Hyundai;i30;6900;Diesel;2015;201471;81;GD
Audi;A6 Avant;6900;Diesel;2006;237000;171;5 (5 miest)
Volkswagen;Touran;6900;Diesel;2010;264861;77;5 (5 miest)
Ford;Fiesta;6900;Benzín;2014;146000;74;JA8 mod.13
Citroen;C5;6900;Diesel;2013;190000;120;RD
Škoda;Fabia Combi;6900;Benzín;2013;67700;51;5J mod.10
Mercedes;C trieda T;6990;Diesel;2011;230740;100;5
Škoda;Superb;6990;Diesel;2012;295000;125;3T
Mercedes;C trieda;6990;Benzín;2009;208000;115;4 (5 miest)
Škoda;Superb;7000.00;Diesel;2007;228000;103;4 (5 miest)
Seat;Altea XL;6990;Diesel;2014;184334;77;5 (5 miest)
Škoda;Superb Combi;6990;Diesel;2010;360000;125;3T
Škoda;Superb;6990;Diesel;2009;248000;77;3U
Volkswagen;Golf;6990;Benzín;2012;77300;63;5K1
Audi;A4 Avant;6990;Diesel;2008;239000;88;8K5
Peugeot;208;6990;Diesel;2015;98658;50;C
Dacia;Sandero;6990;Diesel;2020;137200;70;5S mod.16
Renault;Clio;6990;Benzín;2017;78000;54;5R mod.16
Audi;A6;6999;Diesel;1994;291857;85;4A2
Dodge;Journey;6999;Diesel;2009;171371;103;5
Ford;Transit;6999;Diesel;2011;207423;63;4
Peugeot;308 CC;6999;Benzín;2012;129000;115;4B mod.11
Fiat;500;6999;Benzín;2010;169200;74;312
Fiat;Sedici;6999;Benzín;2011;77014;88;5 (5 miest)
Ford;Kuga;6999;Diesel;2010;231000;103;DM2
Škoda;Rapid;6999;Benzín+Plyn;2016;344174;92;NH
Škoda;Yeti;6999;Benzín;2010;172725;77;5 (5 miest)
Škoda;Citigo;6999;Benzín;2017;85440;44;AA
Opel;Zafira Tourer;6999;Benzín;2016;136292;103;5 (5 miest)
Volkswagen;Jetta;6999;Diesel;2012;181519;77;4 (5 miest)
Suzuki;SX4;6999;Benzín;2011;152586;88;5
Man;8.180;7000;Diesel;2011;419000;132;2 (2 miesta)
BMW;rad 5;7000;Diesel;2008;280000;135;4 (5 miest)
Opel;Insignia;7000;Diesel;2012;224000;143;0G-A
Peugeot;308;7000;Benzín;2012;120400;72;5 (5 miest)
Alfa Romeo;159;7000;Diesel;2008;85000;88;4 (5 miest)
Škoda;Octavia Combi;7000;Diesel;2013;308762;77;5E
Audi;A4;7000;Diesel;2008;337000;140;8K2
BMW;rad 3 Touring;7000;Benzín;2008;160000;125;E91 mod.09
BMW;rad 5;7000;Diesel;2005;415000;160;E60
Dacia;Sandero;7000;Benzín;2014;10379;55;5S
Ford;Mondeo;7000;Benzín;1999;99000;151;BFP
KIA;Cee’d;7000;Diesel;2012;188800;66;JD
Fiat;Ducato;7041.67;Diesel;2010;399000;88;4 (7 miest)
Jeep;Cherokee;7041.67;Diesel;2009;230000;130;5 (5 miest)
Volkswagen;Touran;7041.67;Diesel;2008;218893;77;5 (5 miest)
Mercedes;Viano;7041.67;Diesel;2006;389865;110;5 (7 miest)
Škoda;Fabia;7041.67;Benzín;2012;116990;63;5 (5 miest)
Citroen;Grand C4 Picasso;7041.67;Diesel;2013;271000;85;5 (7 miest)
Alfa Romeo;GTV;7041.67;Benzín;1997;102000;110;2 (4 miesta)
Citroen;C-Crosser;7041.67;Diesel;2008;255146;115;5 (7 miest)
Subaru;Trezia;7041.67;Diesel;2011;138950;66;5 (5 miest)
Audi;A4 Avant;7041.67;Diesel;2007;165330;103;5 (5 miest)
Volkswagen;Passat CC;7041.67;Diesel;2009;275000;125;4 (4 miesta)
Škoda;Octavia Combi;7041.67;Diesel;2011;208000;103;5 (5 miest)
Volkswagen;Golf Plus;7041.67;Benzín;2012;135906;63;5 (5 miest)
Mitsubishi;Pajero;7079.17;Diesel;2001;206000;121;5 (5 miest)
Suzuki;Grand Vitara;7079.17;Diesel;2009;208164;95;5 (5 miest)
Toyota;Auris;7079.17;Diesel;2015;101678;82;5 (5 miest)
Honda;Civic;7079.17;Diesel;2014;188159;110;5 (5 miest)
Citroen;C3 Picasso;7079.17;Benzín;2013;71530;70;5 (5 miest)
Škoda;Roomster;7079.17;Benzín;2013;150600;63;5 (5 miest)
Škoda;Octavia Combi;7079.17;Diesel;2012;238000;103;5 (5 miest)
Ford;Tourneo Courier;7079.17;Benzín;2016;111520;74;5 (5 miest)
Škoda;Roomster;7079.17;Benzín;2012;130300;63;5 (5 miest)
Volkswagen;Passat Variant;7079.17;Benzín+Plyn;2012;209100;110;5 (5 miest)
Opel;Zafira;7079.17;Benzín;2012;130200;85;5 (7 miest)
Mazda;6 Wagon;7079.17;Diesel;2010;172119;132;5 (5 miest)
Mitsubishi;Outlander;7079.17;Diesel;2008;212048;115;5 (7 miest)
Honda;Accord;7123;Diesel;2010;265000;110;CU/CW
Nissan;Juke;7125.00;Benzín;2012;103126;86;5 (5 miest)
BMW;rad 3 Coupé;7200;Diesel;2007;264000;130;E92
Ford;Galaxy;7200;Diesel;2011;289000;103;5 (7 miest)
Škoda;Superb;7200;Diesel;2010;192000;77;5 (5 miest)
Seat;Leon;7200;Diesel;2012;195000;125;1P1 mod.09
Ford;S-Max;7200;Diesel;2010;230000;85;WA6 mod.10
Opel;Vivaro;7200;Diesel;2007;308000;84;F7/J7 mod.07
Audi;A4;7200;Diesel;2008;335000;176;8K2
Škoda;Fabia Combi;7200;Diesel;2016;238854;66;NJ
Škoda;Scala;7200;Benzín;2022;45743;70;5
Mazda;CX-7;7200;Diesel;2010;220000;127;ER mod.10
Mitsubishi;Outlander;7200;Benzín;2009;193000;125;CW
Audi;A3 Sportback;7200;Diesel;2010;197936;77;8PA mod.08
BMW;rad 3;7287.50;Diesel;2009;194000;105;4 (5 miest)
Škoda;Octavia Combi;7273;Benzín;2010;184200;147;5 (5 miest)
Peugeot;508 SW;7250;Diesel;2011;284000;150;8E
Volkswagen;Passat Variant;7250;Diesel;2012;277000;103;B7
Audi;TT;7250;Benzín;2007;269000;147;8J3
Mercedes;E trieda T;7250.00;Diesel;2009;289104;125;5 (5 miest)
BMW;rad 3;7250.00;Benzín;2006;202651;160;5 (5 miest)
Volkswagen;Polo;7250.00;Benzín;2011;192435;77;5 (5 miest)
Škoda;Octavia;7238;Benzín;2014;161300;63;5 (5 miest)
Volkswagen;Touareg;7300;Benzín;2005;244000;177;7L
KIA;Sportage;7300;Diesel;2010;258996;85;SL
BMW;rad 3 Touring;7300;Diesel;2009;266000;130;E91 mod.09
Audi;A6 Allroad;7300;Diesel;2010;324000;176;4FH
Mitsubishi;Pajero Wagon;7300;Diesel;2012;249006;147;5 (7 miest)
Škoda;Superb;7400;Diesel;2011;250023;77;3T
Citroen;C4 Cactus;7399;Benzín;2015;165000;60;5 (5 miest)
Škoda;Fabia;7399;Benzín;2016;62035;55;5 (5 miest)
Škoda;Octavia Combi;7399;Diesel;2012;209000;103;5 (5 miest)
Fiat;500;7399;Diesel;2014;109865;70;5
Honda;Accord;7390;Benzín;2009;182000;115;0 (5 miest)
Peugeot;Boxer;7390;Diesel;2008;500000;88;Y
Jeep;Cherokee;7390;Diesel;2008;210143;130;5 (5 miest)
Mercedes;B trieda;7390;Diesel;2009;185075;80;5
Škoda;Rapid;7458.33;Diesel;2014;196400;77;5 (5 miest)
Ford;Transit Bus;7458.33;Diesel;2008;239000;81;5 (9 miest)
Peugeot;5008;7458.33;Diesel;2015;223900;88;5 (5 miest)
Citroen;Jumper;7458.33;Diesel;2012;222000;96;5 (3 miesta)
Škoda;Roomster;7458.33;Benzín;2013;51239;63;5 (5 miest)
Citroen;C4 Picasso;7453.67;Diesel;2012;118500;82;5 (5 miest)
Volkswagen;Touran;7453.67;Diesel;2010;226000;77;5 (7 miest)
Fiat;Doblo;7419;Diesel;2015;217400;77;5 (5 miest)
Opel;Zafira;7416.67;Diesel;2012;263000;96;5 (5 miest)
Seat;Ibiza;7416.67;Benzín;2017;56371;85;5 (5 miest)
Volkswagen;Jetta;7416.67;Benzín;2008;89000;75;4 (5 miest)
Volkswagen;Passat;7416.67;Diesel;2014;343001;103;4 (5 miest)
Volkswagen;Polo;7416.67;Benzín;2012;146000;60;5 (5 miest)
Lada;2103;7495.83;Benzín;1979;23497;55;5 (5 miest)
Volvo;XC90;7495.83;Benzín;2004;264011;154;5 (5 miest)
Peugeot;807;7495.83;Diesel;2011;199000;100;5 (7 miest)
Opel;Meriva;7495.83;Benzín;2011;138430;88;5 (5 miest)
Renault;Clio Grandtour;7495.83;Benzín;2014;72742;66;5 (5 miest)
Opel;Astra Caravan;7495.83;Benzín;2010;131475;88;5 (5 miest)
Mercedes;E trieda T;7495.83;Benzín;2007;267897;170;5 (5 miest)
Volkswagen;Golf Variant;7495.83;Diesel;2014;279682;77;5 (5 miest)
Hyundai;i20;7495.83;Benzín;2012;52700;63;5 (5 miest)
Citroen;Berlingo;7495.83;Diesel;2012;183582;82;5 (5 miest)
Hyundai;ix20;7495.83;Benzín;2011;93744;66;5 (5 miest)
Audi;A6;7495.83;Benzín;2005;220822;188;4 (5 miest)
Renault;Scénic;7495.83;Benzín;2012;168161;81;5 (5 miest)
Hyundai;i20;7495.83;Benzín;2013;84838;63;5 (5 miest)
Hyundai;i20;7495.83;Benzín+Plyn;2014;79572;62;5 (5 miest)
Ford;Transit;7490;Diesel;2013;375760;103;4 (3 miesta)
BMW;rad 5 Touring;7490;Diesel;2010;287000;145;E61 mod.07
KIA;Sportage;7490;Diesel;2008;177011;110;JE mod.09
Citroen;C3;7490;Benzín;2017;105366;60;5 (5 miest)
Ford;Fiesta;7500.00;Benzín;2015;43844;44;5 (5 miest)
Škoda;Rapid;7500.00;Diesel;2016;181000;66;5 (5 miest)
Nissan;Navara;7500.00;Diesel;2009;168985;98;5 (5 miest)
Mazda;CX-7;7500.00;Diesel;2012;228000;127;5 (5 miest)
Peugeot;3008;7499.96;Benzín;2011;129390;88;5 (5 miest)
BMW;rad 5;7499.96;Diesel;2009;257290;145;4 (5 miest)
Opel;Zafira;7499.96;Benzín+Plyn;2013;226000;110;5 (7 miest)
Peugeot;807;7499.96;Diesel;2012;176000;100;5 (7 miest)
BMW;rad 1;7499.96;Diesel;2009;180561;105;5 (5 miest)
Mercedes;C trieda T;7499.96;Diesel;2009;286550;100;5 (5 miest)
Citroen;Berlingo;7490;Diesel;2012;161690;68;B9 mod.12
Suzuki;Swift;7490;Benzín;2014;121700;69;NZ
Ford;Kuga;7499;Diesel;2010;187500;103;DM2
Hyundai;i30 CW;7499;Benzín;2015;182000;74;5
DS;5;7499;Diesel;2012;257000;82;K
Mercedes;C trieda;7499;Diesel;2008;251000;100;5 (5 miest)
Fiat;500;7500;Benzín;2011;167333;74;3
Škoda;Octavia;7500;Benzín;2011;170000;75;1Z
BMW;rad 3 Coupé;7500;Diesel;2006;279200;170;E92
Alfa Romeo;Brera;7500;Diesel;2006;236224;147;939
Volkswagen;Golf Plus;7500;Diesel;2013;176702;77;5 (5 miest)
Volkswagen;Passat Variant;7500;Diesel;2011;359000;103;5 (5 miest)
Toyota;RAV4;7500;Diesel;2006;202000;100;A3
Renault;Clio;7500;Benzín;2015;90000;66;5 (5 miest)
Subaru;Forester;7500;Benzín+Plyn;2008;203290;110;SH
Volkswagen;Passat Variant;7500;Diesel;2011;359000;103;B7
Škoda;Octavia Combi;7500;Diesel;2010;337032;103;1Z mod.09
Škoda;Octavia Combi;7500;Diesel;2012;225000;77;5E
Volkswagen;Golf;7500;Diesel;2011;164005;77;5 (5 miest)
Audi;Q7;7500;Diesel;2006;320000;171;4LB
Suzuki;SX4;7500;Benzín;2014;126000;88;EY mod.09
Audi;A4 Avant;7500;Diesel;2010;211000;105;8K5
Peugeot;308 SW;7590;Diesel;2015;197400;88;5 (5 miest)
Ford;C-Max;7590;Diesel;2015;162000;103;5 (5 miest)
Peugeot;308 CC;7590;Benzín;2009;139000;110;2 (4 miesta)
Škoda;Octavia Combi;7590;Diesel;2013;262000;77;5 (5 miest)
Hyundai;i30 CW;7590;Diesel;2016;245000;81;5 (5 miest)
Citroen;Jumper;7590;Diesel;2011;390398;88;Červená
Volkswagen;Passat;7590;Diesel;2012;287000;103;4 (5 miest)
Hyundai;ix20;7600;Benzín;2015;110800;66;JC
Dacia;Sandero;7600;Benzín;2018;45000;66;5S mod.16
Volkswagen;Passat Variant;7600;Diesel;2011;405650;125;4 (5 miest)
Škoda;Octavia Combi;7704.17;Diesel;2014;287001;77;5 (5 miest)
Peugeot;3008;7704.17;Benzín;2011;139166;115;5 (5 miest)
Citroen;Berlingo;7704.17;Diesel;2012;126299;68;5 (5 miest)
Opel;Corsa;7704.17;Benzín;2014;70055;64;5 (5 miest)
Dacia;Duster;7704.17;Diesel;2012;139138;66;5 (5 miest)
BMW;rad 3;7704.17;Benzín;2007;187000;125;2 (4 miesta)
Škoda;Superb;7704.17;Diesel;2008;265668;125;5 (5 miest)
Škoda;Fabia;7704.17;Benzín;2012;158686;63;5 (5 miest)
Hyundai;ix20;7704.17;Benzín;2015;166065;92;5 (5 miest)
Nissan;Navara;7704.17;Benzín;2002;141862;98;5 (5 miest)
Ford;Focus CC;7700;Benzín;2012;101000;107;2 (4 miesta)
Volkswagen;Golf Plus;7700;Diesel;2012;142000;103;521
Hyundai;i30;7700;Diesel;2013;225698;94;5 (5 miest)
Citroen;C3;7777;Benzín;2017;350000;60;5 (5 miest)
Citroen;C-Elysée;7777;Benzín;2016;125000;85;4 (5 miest)
Peugeot;308 SW;7787.50;Diesel;2016;234490;88;5 (5 miest)
Audi;A3 Sportback;7750;Benzín;2012;195000;77;5 (5 miest)
Škoda;Yeti;7750;Benzín;2015;57549;77;5 (5 miest)
Volkswagen;Golf Variant;7750;Diesel;2010;249070;103;AJ5
Dacia;Dokker;7750;Benzín;2013;90000;85;0S
Fiat;Ducato;7750;Diesel;2018;269543;96;5
Dodge;Journey;7750.00;Diesel;2008;164000;103;5 (7 miest)
KIA;Picanto;7750.00;Benzín;2017;38119;49;4 (5 miest)
Mercedes;A trieda;7700;Diesel;2014;236000;66;W176
Opel;Astra;7800;Benzín;2017;192065;74;K
Seat;Leon;7800;Benzín;2009;260000;177;5 (5 miest)
Dacia;Logan;7800;Benzín;2019;56800;54;4S mod.16
Dacia;Duster;7800;Diesel;2013;139000;81;SD
Opel;Astra;7800;Benzín;2011;107000;132;J
Peugeot;2008;7833.33;Benzín;2015;123457;60;5 (5 miest)
Renault;Clio Grandtour;7820;Benzín;2018;118000;66;7R mod.16
Renault;Kangoo;7829.17;Diesel;2010;101220;63;5 (5 miest)
Škoda;Fabia Combi;7807;Diesel;2017;115658;66;5 (5 miest)
Mazda;3;7800;Benzín;2010;157000;111;BL
Audi;A6 Avant;7800;Diesel;2007;338000;171;4F5
Seat;Altea;7875.00;Diesel;2013;100003;103;5 (5 miest)
Volkswagen;Sharan;7875.00;Diesel;2010;218700;85;5 (7 miest)
Volkswagen;Touareg;7875.00;Diesel;2007;215000;165;5 (5 miest)
BMW;rad 3 Touring;7875.00;Diesel;2011;227000;135;5 (5 miest)
KIA;Rio;7875.00;Diesel;2015;120000;55;5 (5 miest)
Dacia;Lodgy;7875.00;Benzín;2014;135171;85;5 (7 miest)
Nissan;Pathfinder;7875.00;Diesel;2010;345850;126;5 (7 miest)
BMW;rad 3 Touring;7875.00;Diesel;2012;238000;105;5 (5 miest)
Škoda;Octavia Combi;7875.00;Diesel;2010;198000;125;5 (5 miest)
Peugeot;Boxer;7875.00;Diesel;2013;183275;96;5 (3 miesta)
Citroen;C3;7875.00;Benzín;2016;70125;60;5 (5 miest)
Volkswagen;Passat Variant;7875.00;Diesel;2011;242000;77;5 (5 miest)
BMW;X3;7900;Diesel;2007;230000;160;E83 mod.07
Audi;A4 Avant;7900;Diesel;2010;348000;125;8K5
Honda;CR-V;7900;Diesel;2012;251000;110;RM
Volkswagen;Eos;7900;Benzín;2006;95056;147;1F7
Volkswagen;Sharan;7900;Diesel;2017;211000;135;7N2
Hyundai;ix20;7900;Benzín;2012;104000;91;JC
Opel;Astra;7899;Diesel;2015;177058;81;5 (5 miest)
Jeep;Grand Cherokee;7899;Diesel;2005;236201;160;5 (5 miest)
Hyundai;i30 CW;7900;Diesel;2013;123000;66;GD
Audi;A6 Avant;7900;Diesel;2011;209000;176;4F5 mod.08
Citroen;Jumpy;7912.50;Diesel;2011;214000;66;5 (3 miesta)
Volkswagen;Golf;7912.50;Benzín;2009;162000;118;5 (5 miest)
Peugeot;4007;7912.50;Diesel;2009;167185;115;5 (7 miest)
Opel;Zafira;7912.50;Benzín+Plyn;2012;195986;110;5 (7 miest)
Volkswagen;T5 Transporter;7912.50;Diesel;2004;289001;96;4 (9 miest)
Škoda;Fabia Combi;7912.50;Benzín;2017;199911;81;5 (5 miest)
Seat;Altea XL;7990;Diesel;2012;235331;103;5 (5 miest)
Škoda;Octavia Combi;7990;Diesel;2016;286000;81;5E
Suzuki;Swift;7990;Benzín;2015;80800;66;NZ
Škoda;Superb Combi;7990;Diesel;2010;212000;103;3T
Ford;Focus Combi;7990;Diesel;2015;223000;110;mod.14
Nissan;Patrol;7990;Diesel;2001;150000;116;5 (5 miest)
Volkswagen;Up;7990;Benzín;2014;78000;44;AA
Peugeot;Partner;7990;Diesel;2016;225000;73;5 (5 miest)
Audi;A3 Cabriolet;7990;Diesel;2009;242000;77;8P7
Peugeot;Boxer;7990;Diesel;2012;462392;96;4 (3 miesta)
Fiat;Ducato;7990;Diesel;2004;347353;81;4 (7 miest)
Škoda;Octavia Combi;7990;Diesel;2014;244212;81;5 (5 miest)
Škoda;Rapid;7990;Benzín;2014;82800;63;5 (5 miest)
Nissan;Qashqai +2;7990;Diesel;2011;219552;110;J10 mod.10
Škoda;Octavia Combi;7990;Diesel;2013;248667;66;5 (5 miest)
Ford;Transit;7990;Diesel;2012;261000;114;4 (3 miesta)
Seat;Leon ST;7999;Diesel;2014;185000;66;5F
Volkswagen;Golf Variant;7999;Diesel;2013;306000;77;AJ5
Mercedes;C trieda Sportcoupé;7999;Diesel;2011;303000;125;3 (4 miesta)
Audi;A5;7999;Benzín;2008;199200;125;8T3
Renault;Mégane;7999;Benzín;2005;300500;165;CM
Honda;CR-V;7999;Benzín;2009;231795;110;5 (5 miest)
Mercedes;200 D;7999;Diesel;1972;30000;40;4 (5 miest)
Nissan;Qashqai;7999;Diesel;2010;206120;110;Čierna metalíza
Volkswagen;Sharan;8000;Diesel;2012;261000;103;7N1
Opel;Insignia;8000;Diesel;2016;257000;100;0G-A mod.13
Audi;A7;8000;Diesel;2011;398000;180;4GA
Volkswagen;Passat Variant;8000;Diesel;2011;274466;103;B6
Ford;Kuga;8000;Diesel;2011;199450;103;DM2
Škoda;Rapid;8000;Benzín;2015;107390;77;NH
Opel;Astra;8000;Benzín;2016;138196;92;K
Land Rover;Range Rover;8000;Diesel;1993;332800;89;1
Škoda;Rapid;8000;Benzín;2015;149500;66;5 (5 miest)
Ford;Fiesta;8000;Benzín;2016;73000;74;JA8 mod.13
Volkswagen;Touran;8000;Diesel;2011;308000;77;1T mod.10
BMW;rad 3 Cabrio;8000;Diesel;2008;269000;170;E93
Peugeot;301;8000;Benzín;2017;77350;85;4 (5 miest)
BMW;rad 3 Coupé;8000;Benzín;2009;220000;160;E92
BMW;rad 7;8000;Benzín;1996;338000;142;E38
Mercedes;C trieda T;8000;Benzín;2010;153000;115;S204
Seat;Alhambra;8000;Diesel;2011;321800;103;71
Citroen;Jumpy;8000;Diesel;2008;330414;100;X
Honda;Civic;8000;Benzín;2012;79000;74;5 (5 miest)
Audi;A4 Avant;8102;Diesel;2010;289000;140;8K5
Audi;A3 Sportback;8100;Benzín;2012;95000;75;8PA mod.08
Audi;A6;8190;Diesel;2009;219000;140;4 (5 miest)
Volkswagen;Caddy;8190;Diesel;2011;260000;75;4 (5 miest)
Volvo;V60;8190;Diesel;2013;291500;120;F
Ford;Focus Combi;8190;Diesel;2013;154285;85;Šedá sv. metalíza
Škoda;Superb Combi;8190;Diesel;2011;214960;103;3T
Seat;Alhambra;8190;Diesel;2010;231000;85;7M mod.01
Volkswagen;Tiguan;8166.67;Diesel;2009;216400;103;5 (5 miest)
Peugeot;Boxer;8166.67;Diesel;2011;178250;74;4 (9 miest)
Peugeot;Boxer;8166.67;Diesel;2011;178250;74;5 (9 miest)
BMW;rad 7;8150;Benzín;2005;291000;225;E65/E66
Hyundai;i20;8150;Diesel;2015;119987;55;GB
Seat;Alhambra;8150;Diesel;2009;196300;85;7M mod.01
Suzuki;Swift;8150;Benzín;2015;85000;69;NZ
KIA;Carens;8200;Diesel;2013;192200;100;RP
Volkswagen;Passat;8200;Diesel;2012;182277;77;4 (5 miest)
BMW;rad 3 Cabrio;8200;Benzín;2003;140000;105;E46
Hyundai;i30;8200;Benzín;2014;112000;88;GD
Volkswagen;Passat Variant;8200;Diesel;2013;262000;103;B7
Škoda;Yeti;8200;Diesel;2012;134300;81;5L
Nissan;Primastar;8200;Diesel;2008;132320;84;5 (3 miesta)
Volvo;S80;8200;Diesel;2010;340000;151;124 mod.10
Renault;Master Furgon;8291.67;Diesel;2015;395000;120;2 (3 miesta)
Mercedes;C trieda;8291.67;Benzín;2008;249026;170;4 (5 miest)
Piaggio;Quargo;8291.67;Diesel;2010;10200;13;2 (2 miesta)
Volkswagen;Touran;8291.67;Benzín+Plyn;2014;197400;110;5 (5 miest)
Škoda;Octavia;8278;Benzín;2010;97037;90;5 (5 miest)
Audi;A3;8278;Benzín;2010;131645;92;5 (5 miest)
Ford;Focus;8287.50;Benzín;2016;81700;74;5 (5 miest)
